x,y,cls_num
0.285953313,-22.41465759,3
-3.500018597,20.25258446,4
-3.468763828,20.25469017,4
-44.26707077,-27.7540493,2
-44.26707077,-27.7540493,2
47.65373993,-46.84922791,1
-42.90980911,-47.87405014,2
-42.90890503,-47.87401962,2
-15.08120251,41.10857773,0
-15.07727623,41.14661026,0
-11.50223351,-60.83506012,2
-11.50223064,-60.83493423,2
1.651590705,60.26846313,1
0.22607787,60.3022728,1
0.195307225,60.30086136,1
0.244989887,60.2984581,1
-39.20391464,-43.99236298,3
-39.20391464,-43.99236298,3
44.37984085,-4.616900444,4
44.37998581,-4.616575718,4
4.991104126,25.0900383,0
4.990948677,25.09028816,0
0.286036402,-22.41419601,3
56.23535919,12.82391739,1
56.31071854,12.86998177,1
-63.43560791,-15.0024128,0
-63.31786346,-15.2124958,0
49.14625931,-4.538005352,4
49.1463356,-4.537825584,4
0.240399107,60.30049896,1
0.74480015,60.31750488,1
1.603448153,60.85966492,1
0.984041929,60.82439804,1
47.43574142,-27.54798698,1
-8.855967522,-55.1046524,2
-8.85663414,-55.10461426,2
47.23709488,-46.09677124,1
47.53942871,-46.7011528,1
-37.6828537,21.32832146,4
-37.68278885,21.32839584,4
-46.68413544,42.56427383,4
-46.6840477,42.56430817,4
32.77038193,-38.18031693,1
31.54645157,-38.37187195,1
32.76282883,-37.80191422,1
-49.55410767,19.16651154,4
-21.94363976,-39.35117722,3
-15.29936123,41.57204819,0
-62.07202911,-15.20129395,0
-41.9817009,-38.22115707,2
-42.15181351,-38.64942551,2
46.75156021,-27.48673439,1
-8.853555679,-55.10532379,2
-48.00165176,22.20097923,4
47.90906525,-45.68075943,1
48.03710175,-46.40945816,1
-62.73019028,-33.63935852,2
28.59005928,45.34157944,0
28.59005928,45.34157944,0
28.25919151,45.06397247,0
-28.35807419,-2.73923111,0
-24.41367531,-72.25813293,2
-30.41187668,-31.06740189,3
-30.41238403,-31.06787872,3
-30.41238403,-31.06787872,3
78.07329559,6.151372433,4
78.07802582,6.119582653,4
46.70868683,-27.51359558,1
46.44076538,-27.63812256,1
46.96770859,-27.4829731,1
4.280386925,29.18177032,0
3.63882494,29.73939514,0
-26.34673691,-16.30547905,1
-7.44940424,30.14382553,0
-7.449058056,30.14353943,0
28.15817261,45.04592896,0
28.75749969,45.44876862,0
-36.7112999,22.56548309,4
8.072608948,-15.86189365,3
68.49188995,-26.6333828,4
68.49224854,-26.63355637,4
31.63447571,-38.24030304,1
32.7746315,-37.82271194,1
-11.19762611,-1.814921379,1
-35.01738739,50.47525406,4
-34.88500595,51.14955902,4
-42.27779007,-28.47276688,2
4.302438736,28.61440468,0
4.579875469,29.47908974,0
-48.60193634,21.62863541,4
-49.08140564,22.21803856,4
-8.842723846,-55.10335159,2
-63.55589294,-13.67318058,0
3.080209017,-16.12313652,3
-6.299200058,-76.30563354,2
67.39468384,-9.580500603,4
-21.6642437,-30.36842346,3
30.03231049,29.6597023,1
1.651590705,60.26846313,1
1.651590705,60.26846313,1
-36.71230698,22.56619835,4
-5.719344139,30.29219627,0
-24.41217804,-26.54450989,3
68.57118988,-25.03939056,4
17.27926445,-35.9410553,3
17.27999496,-35.9417038,3
30.07795715,30.08402824,1
9.000433922,-30.32580376,3
9.000430107,-30.32652855,3
9.000430107,-30.32636642,3
33.98268127,9.420327187,4
-38.14876175,-23.75349236,2
56.21371078,16.41750145,1
56.21380234,16.41751862,1
67.39769745,-9.562829971,4
67.76399231,-9.284340858,4
-48.77035904,21.54136467,4
-48.77035904,21.54136467,4
30.04312325,29.66046524,1
30.07348633,30.08443832,1
1.639057279,60.25864792,1
0.743232071,60.31671143,1
-42.91180801,-47.8741188,2
-42.91180801,-47.8741188,2
-48.70459747,-13.44245434,2
-42.34002686,-56.20044708,2
-30.37055016,-52.34650803,2
-30.37055016,-52.34650803,2
-58.81022263,-46.54597473,2
-43.00703049,-37.97972107,2
-23.2715416,-73.99678802,2
0.247686312,60.29455566,1
0.999628246,60.26618576,1
-15.96097183,-60.46577072,2
-16.41141129,-61.17998123,2
4.219382763,-68.06829834,1
3.562188864,-68.83441925,1
-1.048768044,-67.81111908,1
-15.10169601,41.25033951,0
-8.33510685,10.92152691,0
13.699893,67.21279144,1
13.69989777,67.21342468,1
13.699893,67.21279144,1
13.69983959,67.21363831,1
3.081021309,29.78146362,0
-26.06863785,-12.84876251,1
-26.06832504,-12.84895134,1
47.30907059,-45.70806503,1
47.65253448,-45.22797775,1
11.72191429,-42.44086456,3
-3.802065611,-42.99695206,3
29.01914978,46.21403122,0
29.12333679,46.20391464,0
32.40840149,-11.75774765,1
37.97709656,18.0809288,4
36.44835281,18.01994514,4
14.57788086,-42.92176056,3
0.691098928,60.32423019,1
0.744747698,60.31539154,1
47.04805374,16.64908218,1
57.7778511,-22.50959969,4
10.99693584,-40.41590881,3
49.14651871,-4.537953854,4
28.96225739,46.2402916,0
28.51369286,45.28860855,0
-49.08206558,21.62407875,4
-47.92215347,22.92763901,4
49.97915649,33.02906418,1
49.44392014,32.84636307,1
7.533258438,-14.93966293,0
17.11389732,31.366436,0
46.22811508,-6.932090759,4
46.22751617,-6.932083607,4
-50.70186996,-64.19578552,2
-50.35925674,-64.537323,2
-9.833493233,2.370194674,0
47.55662155,-27.58683777,1
47.34692764,-27.52528572,1
10.18090534,-1.763199806,0
-10.30462456,-74.68953705,2
-11.92066669,-73.26024628,2
-30.14126587,-16.32086182,2
48.12073135,-46.18416595,1
47.4691124,-45.83520126,1
21.24106789,40.53431702,0
56.08409882,36.46086884,1
19.55905533,-18.27515411,4
-49.95640945,-66.2987442,2
-49.95703125,-66.29873657,2
-48.48275757,22.38571358,4
-48.52844238,22.46716499,4
25.01192856,50.36812592,0
25.01192856,50.36812592,0
48.02983475,-28.06540298,1
47.6078949,-27.626894,1
43.67206955,-25.32832527,1
-45.05783081,-14.30165386,2
32.14960861,-29.29194641,4
37.90974426,18.64422417,4
37.88544846,18.42543793,4
-39.50521469,-45.3032341,2
-39.50516891,-45.30316925,2
-39.50534821,-45.30335617,2
3.195123434,29.28900146,0
17.7143631,-34.96468353,3
-62.72976303,-33.64030075,2
3.195123434,29.28900146,0
4.011944294,29.42167091,0
1.628376126,60.87928772,1
1.70723927,60.76296616,1
32.92391586,-37.9822197,1
-3.452400923,20.25463104,4
-3.175386429,20.09945107,4
30.11052895,30.13557053,1
8.433617592,-63.18155289,1
-16.9578495,-35.18697357,3
-16.95855331,-35.18516541,3
-16.95897675,-35.18537903,3
42.16841125,-1.73423481,1
42.16776657,-1.733266711,1
42.16776657,-1.733266711,1
-16.41744423,7.054175377,4
-16.41744423,7.054175377,4
-35.8493042,1.805106997,1
-33.40310287,44.33332825,4
30.02227783,29.97483444,1
30.39689445,29.3139801,1
56.11122894,12.43788433,1
-47.98516846,-13.67798042,2
-61.2285614,-12.35487175,0
56.67302322,13.40993023,1
-21.6642437,-30.36842346,3
25.25620651,-54.91259003,4
25.37768364,-53.34658813,4
-5.088477135,-77.4066391,2
-5.088477135,-77.4066391,2
4.261620998,29.22984123,0
1.663160682,60.29658127,1
62.29438019,-22.17418098,4
-42.90889359,-47.87372971,2
-30.14199829,-16.32228088,2
-8.844186783,-55.10365677,2
-8.845367432,-55.10422134,2
67.36431122,-9.640357018,4
67.85017395,-10.56748676,4
-15.29751396,41.57896805,0
-15.30332088,41.58499146,0
49.4043808,32.55935669,1
1.359644175,60.22297668,1
-0.101337135,60.33879852,1
25.71933365,-53.77310944,4
-15.18863201,8.47647953,4
28.16467094,31.48708344,1
28.16467094,31.48708344,1
4.429239273,-66.42015839,1
10.97227859,42.55648041,0
10.96977615,42.56106567,0
1.588717818,60.95708466,1
1.695051432,60.68571472,1
-34.18173599,-48.22129059,2
-50.73129272,-64.93480682,2
-50.73129272,-64.93480682,2
-30.14121628,-16.3222599,2
13.5868063,-9.813624382,3
-42.53474045,-37.71455002,2
-42.53474045,-37.71455002,2
-42.53474045,-37.71455002,2
56.31088257,12.93041992,1
56.3882103,13.173069,1
56.08968735,12.68643475,1
-15.50685787,40.70701218,0
-44.31838608,-27.88317108,2
-44.31838608,-27.88317108,2
25.35064888,-53.23098755,4
-3.758562326,-47.00043869,3
-3.758992434,-47.00108719,3
43.17653275,-0.734079123,1
43.17715073,-0.734935403,1
47.59681702,-31.98682022,1
47.59740067,-31.98662186,1
47.59740067,-31.98662186,1
11.13204765,-34.7735405,3
11.13204765,-34.7735405,3
10.463027,-34.26830292,3
-16.21880341,-29.36033249,3
-23.2715416,-73.99678802,2
-64.96012115,-12.85513878,0
76.30958557,10.67736626,1
-15.24349308,-60.41108704,2
-15.33438015,-61.32423401,2
5.265574455,-26.79350662,3
5.265575409,-26.7937336,3
-31.28070259,-43.85138321,2
53.99190903,-3.322306156,4
54.21010208,-3.19519639,4
17.10136795,31.37385368,0
16.69764328,-34.97177505,3
16.69764328,-34.97177505,3
-28.97920036,-15.38675308,1
47.5904274,-6.809705734,4
47.59065628,-6.809730053,4
47.59039688,-6.809773445,4
17.10136795,31.37385368,0
-9.18992424,-43.9649353,3
-9.207753181,-44.0396347,3
-62.72972107,-33.64105606,2
-42.72654343,-38.67670059,2
4.332168579,29.19281769,0
4.296943188,28.61543274,0
29.79117966,-26.38246918,4
29.79111862,-26.38246918,4
67.69748688,-11.14165115,4
35.60120392,-30.75378609,1
35.600811,-30.75378609,1
35.60141373,-30.75348854,1
49.42870331,32.65618515,1
49.91757965,32.37553406,1
49.5449295,32.46726608,1
-58.59130478,-46.51073074,2
25.47369957,39.65537262,0
25.47369957,39.65537262,0
25.47361565,39.65563202,0
-21.88500214,-34.54440308,3
-8.85535717,-55.10361099,2
-8.853076935,-55.1051178,2
3.896426201,-68.53590393,1
3.896426201,-68.53590393,1
17.54093933,31.24170685,0
56.37526321,13.1599474,1
-50.3659668,-64.51322174,2
-15.08800983,41.19691086,0
-62.5518837,-14.48297691,0
-27.65996933,27.15014458,0
25.68057632,-53.50364304,4
25.68057632,-53.50364304,4
-36.71200943,22.56569672,4
-36.71191025,22.56562805,4
-36.71191406,22.56594849,4
-15.60036659,41.42475128,0
-15.60575676,41.4220047,0
4.695194721,-67.96572113,1
-42.01385117,-38.48684692,2
-62.72989655,-33.6391449,2
30.16986847,30.20601463,1
30.86642075,30.25433922,1
30.03900146,29.68416786,1
30.03900146,29.68416786,1
47.04777908,16.64960289,1
47.04781342,16.64964676,1
78.09378052,6.291662216,4
78.23619843,5.851264954,4
-16.22559738,-29.35913849,3
-30.84754181,-52.09268951,2
-49.23455048,-5.500408649,2
-23.80595016,-16.21197319,1
-10.67402935,-60.77519608,2
-4.305664063,-27.47809219,3
-4.312095642,-27.45656967,3
-4.609906673,-27.33734512,3
4.295418262,-70.03240204,1
10.99767971,-40.41589737,3
-15.06958103,41.0887146,0
-15.50685787,40.70701218,0
3.317430735,28.99567032,0
-71.30589294,3.579129934,2
-62.85969925,-14.72351933,0
13.69985104,67.21379852,1
30.03900146,29.68416786,1
30.03900146,29.68416786,1
30.03900146,29.68416786,1
32.96802139,28.97149467,1
32.96802139,28.97147942,1
77.97167969,11.86035919,4
58.87468719,-24.24483871,4
58.87468719,-24.24483871,4
-9.182711601,-44.00362778,3
-9.183998108,-43.99959946,3
-23.71992874,-73.99748993,2
-6.299388885,-76.30553436,2
-6.299217224,-76.30567169,2
52.09964371,27.97285843,1
52.0978775,27.97309494,1
37.90893936,18.70358086,4
37.92444992,18.72153664,4
46.4366684,-27.67171288,1
47.00979614,-27.52550888,1
68.49256134,-26.63346481,4
68.49273682,-26.63375473,4
18.58589172,-6.455021858,0
29.79145622,-26.38367462,4
-27.65414238,27.14695358,0
-27.65420151,27.14699745,0
-27.65401459,27.1468811,0
-42.31575012,-7.488825321,2
-42.31385422,-7.488843441,2
-42.31385422,-7.488843441,2
-58.72360611,-46.68855667,2
25.01193237,50.36853027,0
-42.29168701,-7.843031406,2
50.33611298,31.92727661,1
50.26742935,32.60652161,1
-3.515037775,20.25132179,4
39.4925499,-1.186608076,1
-47.93648529,22.34298134,4
-47.90651321,22.55849075,4
34.59657669,17.37290573,4
34.59657288,17.37290573,4
-30.47639847,-52.50792694,2
-30.96841049,-52.31731415,2
-30.4131546,-4.170050144,4
-3.178882837,20.1054554,4
-3.159676313,20.08414078,4
46.97495651,-27.48318672,1
47.35758209,-28.74567986,1
58.02534485,-22.62419319,4
2.917199373,-67.12789917,1
5.934119701,-66.75552368,1
14.98963356,-27.15872383,1
14.98963261,-27.15872383,1
20.50033951,-27.90107727,4
-41.98413086,-40.77231598,2
3.872642517,28.67004204,0
5.829507351,26.1351223,0
5.829508781,26.13530731,0
3.7692976,28.68416595,0
-15.81503677,41.22676086,0
47.294384,-45.884552,1
-3.178882837,20.1054554,4
-3.178882837,20.1054554,4
-31.7781086,-0.076658331,0
-42.74304581,-20.84853172,2
-49.07637405,21.58080292,4
-49.09547424,22.18987274,4
-49.12950897,22.08396721,4
-47.99423981,22.24113464,4
-39.54203796,50.08761215,4
-39.54191589,50.08860779,4
-39.54199219,50.08756256,4
-64.00273132,-20.44803429,0
67.7118988,-9.92029953,4
67.52651215,-10.94635963,4
11.01994991,-34.22861099,3
12.23432446,-42.64146042,3
67.13721466,-10.26635075,4
46.19221878,-27.85194588,1
46.19221878,-27.85194588,1
-24.30137634,-11.01094341,4
-13.67028427,-56.01180649,2
34.37685776,-32.95576477,1
30.94614792,30.16106987,1
30.39780045,29.31285095,1
1.388172865,61.26370239,1
1.388172865,61.26370239,1
15.96974182,-27.43536377,1
15.96959877,-27.43566132,1
15.96972561,-27.43722916,1
54.12516022,-3.282464266,4
17.55113029,31.2376461,0
17.17433167,31.36198425,0
47.04774475,16.64955711,1
2.470484257,-70.36398315,1
-49.23548889,-5.498698235,2
-49.23548889,-5.498698235,2
-47.93428802,22.39617538,4
49.64651108,32.16113281,1
-4.337023735,-27.409338,3
47.70779419,-27.69456482,1
-14.85461235,-53.90594864,2
56.68797302,12.14146423,1
1.33163476,61.30841827,1
36.02574158,-55.39468765,4
56.09063339,12.42057228,1
-1.80862844,-47.32748032,3
-1.80862844,-47.32748032,3
-28.2815361,-48.50944138,2
-28.28297806,-48.50813293,2
-40.13648224,-47.08220673,2
-40.13659668,-47.08220673,2
46.67865372,-21.4671917,1
46.6783638,-21.46687889,1
46.4366684,-27.67171288,1
68.57125092,-25.15974236,4
68.57113647,-25.15973282,4
42.16616821,-1.723734379,1
42.16777802,-1.736277342,1
42.16608429,-1.729606748,1
1.421933055,61.20433807,1
1.390008688,61.19004822,1
-29.24040604,1.311083794,0
16.58992767,36.09989929,1
15.30541706,-36.97303391,3
15.30446529,-36.97376251,3
15.30515766,-36.97293854,3
15.3051548,-36.97311783,3
-3.574604034,-44.89974213,3
-3.575325489,-44.89896011,3
14.9886322,-27.15858078,1
-11.21703815,-12.42914391,3
-42.7443161,-20.84870148,2
-42.74411774,-20.84708977,2
30.47868729,-28.75740814,4
30.47876167,-28.75699997,4
28.87512207,-25.82899094,4
28.87501717,-25.82898521,4
-42.74291611,-20.84857559,2
-42.74328613,-20.84897804,2
-71.75016022,3.703809261,2
-71.08249664,2.953083754,2
-71.63585663,3.383368731,2
33.70468521,-5.53438139,4
33.70465851,-5.534268856,4
33.70334625,-5.534581184,4
25.01193237,50.36853027,0
25.01193237,50.36853027,0
24.34396362,47.90169907,0
24.34396172,47.9016571,0
-33.402771,44.3334198,4
31.58778191,-38.17695618,1
31.7546463,-37.86614227,1
28.22911263,45.05356216,0
4.587816238,-68.62595367,1
3.588725328,-68.86016083,1
-36.71219635,22.56565857,4
3.847115755,29.38976669,0
3.745859623,29.4365921,0
-3.501157522,20.25179482,4
13.85203266,29.73130417,0
3.064280987,29.66461182,0
-49.07074738,22.24334526,4
-63.31786346,-15.2124958,0
-4.337023735,-27.409338,3
-40.38367844,-47.52209473,2
-27.36705208,-6.396887302,4
-27.36746597,-6.397241116,4
-27.36824989,-6.399769783,4
-16.25436211,40.87820435,0
-16.30053329,40.26322556,0
2.220793724,60.70799637,1
0.979842961,61.61696625,1
1.067980647,61.60902023,1
1.353958488,61.21694565,1
-4.404089451,54.88751984,1
-4.404089451,54.88751984,1
4.231512547,29.13436127,0
3.811661243,28.70085716,0
32.01525116,-37.73443604,1
32.01525116,-37.73443604,1
32.02547836,-37.72922516,1
32.19568634,-38.47185135,1
31.91539955,-37.76424026,1
10.45247459,-1.632116675,0
10.0690937,-1.785861492,0
25.71579552,-53.71325684,4
25.13271904,-53.86262131,4
30.94614792,30.16106987,1
30.17953873,30.21627235,1
53.85070419,-3.424014807,4
-25.35876083,-11.33771801,4
-6.299097538,-76.30570984,2
-6.299093246,-76.30575562,2
27.12809753,25.29999352,1
16.26458359,36.01718521,0
-4.308767319,-27.47334862,3
47.42329407,-45.46710587,1
47.66375351,-45.34796143,1
0.580487192,61.46248627,1
