KEY_INDEX,CDL_FLAG,CONDITION_CODE,EQUIP_PROB_CODE,FAULT_FLAG,INJ_SEVER_CODE,PERSON_ID,PERSON_TYPE,REPORT_NO,SAF_EQUIP_CODE,SEX_CODE,VEHICLE_ID,COLLISION_TYPE_CODE,C_M_ZONE_FLAG,JUNCTION_CODE,LANE_CODE,LIGHT_CODE,RD_COND_CODE,RD_DIV_CODE,SURF_COND_CODE,WEATHER_CODE,AREA_DAMAGED_CODE_MAIN,BODY_TYPE_CODE,DAMAGE_CODE,HIT_AND_RUN_FLAG,MOVEMENT_CODE,TIME,AGE,LATITUDE,LONGITUDE,cluster,second_label,first_label,second_labeling
7748,Y,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,02caafda-4374-40b1-a1c2-c30d363057ae,D,MSP6375002F,Shoulder/Lap Belt(s),M,f7d304d9-e0d2-40ef-8ef5-95aa1edfe3ff,Same Direction Sideswipe,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Snow,Snow,Twelve o'clock,Pickup Truck,Destroyed,N,Moving Constant Speed,2015.3.5 16:19,67,39.42201417,-77.485951,0,0,눈길사고,감속 중 사고
7765,N,Apparently Normal,No Misuse,Y,No Injury,497a0096-08df-417e-a67c-d0aeeaf4fdb6,D,MSP6379000P,Shoulder/Lap Belt(s),M,24bb7d90-a239-4f72-b0e2-4ca085841250,Single Vehicle ,N,Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Snow,Blowing Snow,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015.1.6 6:56,24,39.000216,-76.073343,0,1,눈길사고,등속 주행 사고
7778,Y,Apparently Normal,No Misuse,Y,No Injury,472007fc-df30-440a-84e0-dc6e3984d99f,D,MSP64660007,Shoulder/Lap Belt(s),M,b8160892-0829-4bd8-8fd9-9ae5451687c2,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Snow,Blowing Snow,Twelve o'clock,Truck Tractor,Disabling,N,Moving Constant Speed,2015.3.5 17:39,60,39.13415333,-76.85436267,0,0,눈길사고,감속 중 사고
7795,N,Apparently Normal,No Misuse,Y,No Injury,deaa4d18-4fe7-4b72-8895-8fff72d52ded,D,MSP6488000L,Shoulder/Lap Belt(s),M,21af46fe-5350-413e-a86c-4e1a2a607fe4,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Ice,Sleet,Twelve o'clock,Passenger Car,Disabling,N,Negotiating a Curve,2015.3.1 15:35,45,38.974969,-77.17925717,0,2,눈길사고,미끌어짐에 의한 사고
7812,N,Apparently Normal,No Misuse,Y,No Injury,835a6ce4-5ac3-45f0-b669-8829e6a4a636,D,MSP65060006,Shoulder/Lap Belt(s),M,3881003d-e771-402a-b032-e0d46b59cb4d,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Slush,Foggy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.22 9:07,27,39.02302783,-75.919807,0,0,눈길사고,감속 중 사고
7813,N,Apparently Normal,No Misuse,Y,No Injury,13b39b44-05bb-4cb6-9fd4-b0bb3eedcd57,D,MSP65060007,Shoulder/Lap Belt(s),M,69fbdc5d-5396-4fd7-8b39-d350ccccd8eb,Single Vehicle ,N,Non Intersection,Left Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Ice,Wintry Mix,Six o'clock,Recreational Vehicle,Disabling,N,Skidding,2015.3.1 17:00,46,38.97652585,-76.12958908,0,2,눈길사고,미끌어짐에 의한 사고
7818,N,Apparently Normal,No Misuse,Y,No Injury,7746e8d0-6965-4a07-a340-4c85bbf64add,D,MTA01740003,Shoulder/Lap Belt(s),M,80abf3d7-40fb-4add-a99b-109738b82938,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Snow,Snow,Underside,Police Vehicle/Non Emergency,Functional,N,Moving Constant Speed,2015.2.14 22:05,29,39.30635965,-76.53777838,0,0,눈길사고,감속 중 사고
7821,N,Apparently Normal,No Misuse,N,No Injury,e6e1202d-595a-46f9-abc5-7ca0499cbcf7,D,MTA02610001,Shoulder/Lap Belt(s),M,826c4865-6559-4320-b09a-3cb80a68b30b,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Snow,Snow,Six o'clock,Police Vehicle/Non Emergency,No Damage,N,Stopped in Traffic Lane,2015.1.6 12:24,53,39.32174922,-76.61732197,0,1,눈길사고,등속 주행 사고
7822,N,Apparently Normal,No Misuse,Y,No Injury,0393d1eb-c0c0-4c46-b0b6-4e1f16091b13,D,MTA02610001,Shoulder/Lap Belt(s),M,07fd965b-5493-49e6-9949-46645b372fa3,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Snow,Snow,Twelve o'clock,(Sport) Utility Vehicle,No Damage,N,Slowing or Stopping,2015.1.6 12:24,30,39.32174922,-76.61732197,0,1,눈길사고,등속 주행 사고
7843,N,Apparently Normal,No Misuse,Y,No Injury,85cb9f4a-7f10-42c5-a0ef-3dfb9acd8005,D,RD01060005,Shoulder/Lap Belt(s),M,41d23ff1-650a-42e7-bace-25d3df1e1e76,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,Foreign Material,"Two-way, Divided, Positive Median Barrier",Snow,Snow,Twelve o'clock,(Sport) Utility Vehicle,Superficial,Y,Moving Constant Speed,2015.2.17 4:50,50,38.95994272,-76.91605568,0,0,눈길사고,감속 중 사고
7847,N,Apparently Normal,No Misuse,N,No Injury,6d87a121-0c37-4d5f-8f27-2f5e52f58869,D,ZD32070007,Shoulder/Lap Belt(s),M,9e750d6c-d489-4792-a207-e7a850104b7a,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Snow,Snow,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015.3.5 14:14,23,38.70697117,-76.64083958,0,0,눈길사고,감속 중 사고
7848,Y,Apparently Normal,No Misuse,Y,No Injury,cc745be0-eebe-48f9-9ea4-275dad262d0a,D,ZD3338000F,Shoulder/Lap Belt(s),M,52a0fa80-2bc0-4beb-b278-97283b7d7e39,Single Vehicle ,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,Non-collision,Pickup Truck,Destroyed,N,Moving Constant Speed,2015.2.17 7:40,52,38.338353,-76.420677,0,0,눈길사고,감속 중 사고
7850,N,Apparently Normal,No Misuse,N,No Injury,58ef07d5-8bd4-4c80-b330-6b448b7796f1,D,ZD37250008,Shoulder/Lap Belt(s),M,249914fd-5331-465d-a552-94bb9196f81d,Head On,N,Non Intersection,Right Turn Lane,Dawn,Foreign Material,"Two-way, Not Divided",Ice,Snow,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.1.6 7:16,40,38.75143933,-76.63458467,0,0,눈길사고,감속 중 사고
7851,N,Apparently Normal,No Misuse,Y,No Injury,fc4d2cd2-c4fe-43ba-ade4-f89ddaf1e7bf,D,ZD37250008,Shoulder/Lap Belt(s),M,1dd391d5-4094-4404-b390-df2bfc9af6c0,Head On,N,Non Intersection,Right Turn Lane,Dawn,Foreign Material,"Two-way, Not Divided",Ice,Snow,Eight o'clock,Pickup Truck,Disabling,N,Skidding,2015.1.6 7:16,61,38.75143933,-76.63458467,0,2,눈길사고,미끌어짐에 의한 사고
7852,Y,Apparently Normal,No Misuse,Y,No Injury,94593ab8-7afe-4af8-9301-85c53f5f793b,D,ZD37250009,Shoulder/Lap Belt(s),M,bd96587f-dcbd-4e0d-94ac-5a360bd1f1dd,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,Foreign Material,"Two-way, Not Divided",Ice,Snow,One o'clock,School Bus,Functional,N,Skidding,2015.1.6 9:33,67,38.6787426,-76.54682279,0,2,눈길사고,미끌어짐에 의한 사고
7857,N,Apparently Normal,No Misuse,Y,No Injury,dfc1b0aa-b6d1-4d2f-9d55-85684d957cac,D,ZD52720009,Shoulder/Lap Belt(s),M,8e6849c2-828e-49b7-afb5-4fa217077165,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Snow,Wintry Mix,Twelve o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015.2.22 2:56,24,38.42,-76.46,0,0,눈길사고,감속 중 사고
7858,N,Apparently Normal,No Misuse,N,No Injury,d270d7ae-4cdd-4548-8d09-8e262637d7a0,D,ZD5272000B,Shoulder/Lap Belt(s),M,a6198e87-7954-408b-b1d6-1337d8361646,Same Movement Angle,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Snow,Sleet,Three o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015.2.26 7:24,47,38.48,-76.51,0,0,눈길사고,감속 중 사고
7859,N,Apparently Normal,No Misuse,Y,No Injury,1beb7450-e5a1-4598-ac34-c489e3e0b964,D,ZD5272000B,Shoulder/Lap Belt(s),M,b863a7a5-3b53-4567-942e-c8f14c422a14,Same Movement Angle,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Snow,Sleet,Twelve o'clock,Van,Functional,N,Skidding,2015.2.26 7:24,53,38.48,-76.51,0,2,눈길사고,미끌어짐에 의한 사고
7860,N,Apparently Normal,No Misuse,N,No Injury,4aebd59f-e2b0-4a66-a0d7-8d14546dc9dd,D,ZD55500009,Shoulder/Lap Belt(s),M,fcff0f55-e9d1-4424-ba0f-3267c79e2072,Head On,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Ice,Snow,Twelve o'clock,Van,Disabling,N,Slowing or Stopping,2015.1.6 8:49,44,38.67448767,-76.53436661,0,1,눈길사고,등속 주행 사고
7861,N,Apparently Normal,No Misuse,Y,No Injury,60ca1ce1-9e21-4072-ab9e-a9706f952140,D,ZD55500009,Shoulder/Lap Belt(s),M,773b5908-7140-497e-a699-a8b91cb047b1,Head On,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Ice,Snow,Twelve o'clock,Passenger Car,Disabling,N,Skidding,2015.1.6 8:49,35,38.67448767,-76.53436661,0,2,눈길사고,미끌어짐에 의한 사고
7862,N,Apparently Normal,No Misuse,Y,No Injury,5849413c-0d17-4d56-b85f-7695a8082caa,D,ZD55520006,Shoulder/Lap Belt(s),M,0305da85-deb1-42a7-afdb-e5d452963b95,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Ice,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.7 7:59,21,38.65153348,-76.54593229,0,0,눈길사고,감속 중 사고
7865,N,Apparently Normal,No Misuse,Y,No Injury,76cca721-6639-4e9a-877c-a5c5f3361df9,D,ZD5552000F,Shoulder/Lap Belt(s),M,ba3519d4-11c1-4102-bec0-e90d0d9e98c6,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Slush,Wintry Mix,Roof Top,Pickup Truck,Functional,N,Moving Constant Speed,2015.3.1 11:46,74,38.60780805,-76.58804297,0,0,눈길사고,감속 중 사고
7867,N,Apparently Normal,No Misuse,Y,No Injury,f991a365-ad38-46f5-ba21-0c8e250d8816,D,ZD56720004,Shoulder/Lap Belt(s),M,b188282a-c21c-4e85-8e23-97cdd3718677,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,Three o'clock,Pickup Truck,Functional,N,Moving Constant Speed,2015.2.26 10:38,59,38.420512,-76.509957,0,0,눈길사고,감속 중 사고
7871,N,Apparently Normal,No Misuse,N,No Injury,c58fcc78-f03a-4b56-8474-e6e48b5d284d,D,ZD5780000V,Shoulder/Lap Belt(s),M,4afd88c7-a39d-4a99-83c9-ebab96504aef,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Ice,Wintry Mix,Eleven o'clock,Van,Disabling,N,Moving Constant Speed,2015.2.21 17:43,52,38.67785478,-76.62751436,0,0,눈길사고,감속 중 사고
7879,N,Apparently Normal,No Misuse,Y,No Injury,3f9294a4-3b49-4c10-bcfe-791b5a15bd82,D,ZD5982000K,Shoulder/Lap Belt(s),M,62ad1206-c5ae-4cec-8876-20eef9dc237d,Single Vehicle ,Y,Crossover Related,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Ice,Raining,Underside,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.22 0:04,22,38.5033107,-76.54981613,0,0,눈길사고,감속 중 사고
7881,N,Apparently Normal,No Misuse,Y,No Injury,ece60c1f-7e5d-435a-9687-9396117126a9,D,ZF0265000B,Shoulder/Lap Belt(s),M,f17d3704-18d1-48bb-b9b9-4a627aa7f0fa,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Snow,Snow,Two o'clock,Passenger Car,Disabling,N,Skidding,2015.3.20 6:44,51,39.7044298,-76.91204309,0,2,눈길사고,미끌어짐에 의한 사고
7884,N,Apparently Normal,No Misuse,N,No Injury,ddd89048-fc0f-425d-8a79-339b90717e9c,D,ZF03810004,Shoulder/Lap Belt(s),M,b35113a8-7f92-43c3-8724-fa39b9e5d092,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Wintry Mix,One o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015.3.1 10:00,24,39.41333583,-76.95781231,0,1,눈길사고,등속 주행 사고
7885,N,Apparently Normal,No Misuse,Y,No Injury,3d55a9fd-b79c-4f92-8e4b-34574016d1bf,D,ZF0421000F,Shoulder/Lap Belt(s),M,38fb2a29-0173-4e3a-a61b-2cb46ceba974,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Ice,Wintry Mix,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.12 8:45,56,39.389015,-76.910219,0,0,눈길사고,감속 중 사고
7896,N,Apparently Normal,No Misuse,N,No Injury,9ff74ba0-9cb0-472a-bd2b-99bad664dc36,D,ZF04900001,Shoulder/Lap Belt(s),M,61a10d55-b7dc-4802-bf81-d95c8031eb2a,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.3.5 8:44,42,39.47938814,-77.02764094,0,3,눈길사고,자차 사고
7897,N,Apparently Normal,No Misuse,Y,No Injury,19390bb5-eb79-4f05-a137-e030deab8c7b,D,ZF04900001,Shoulder/Lap Belt(s),M,3a090ae4-af5c-4318-ac23-471389b2d76f,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,Six o'clock,Low Speed Vehicle,No Damage,N,Backing,2015.3.5 8:44,66,39.47938814,-77.02764094,0,1,눈길사고,등속 주행 사고
7907,N,Apparently Normal,No Misuse,Y,No Injury,6666a5d1-71b9-4feb-8876-4d051d2aac3f,D,ZG06950004,Shoulder/Lap Belt(s),M,738c29d7-de31-4026-a6c7-257ad6474f7b,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Ice,Sleet,Seven o'clock,Pickup Truck,Superficial,N,Moving Constant Speed,2015.2.9 22:02,49,39.7180892,-76.10997677,0,3,눈길사고,자차 사고
7909,N,Apparently Normal,No Misuse,Y,No Injury,297db7c3-5ffe-4636-b96e-421458338287,D,ZG08130004,Shoulder/Lap Belt(s),M,08e15dc7-92ae-4eec-b04b-cbe31000575e,Single Vehicle ,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,Twelve o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015.1.6 8:10,18,39.47620398,-75.77943206,0,1,눈길사고,등속 주행 사고
7910,N,Apparently Normal,No Misuse,Y,No Injury,add59a11-bf2f-49da-ad91-ace0004d438d,D,ZG08130005,Shoulder/Lap Belt(s),M,893c1918-3852-4cae-8e26-2836ef12bdca,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.6 14:04,22,39.56897727,-75.86613178,0,0,눈길사고,감속 중 사고
7912,N,Apparently Normal,No Misuse,Y,No Injury,76ff75b6-b083-4a78-b43f-e0259460e0d8,D,ZG08180002,Shoulder/Lap Belt(s),M,7c531655-b844-4d60-8eba-8e12522ab045,Single Vehicle ,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Blowing Snow,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.19 15:20,18,39.69378102,-75.99552155,0,0,눈길사고,감속 중 사고
7914,N,Apparently Normal,No Misuse,Y,No Injury,e5429ddf-5303-407a-8147-972c0875d56f,D,ZG0840000C,Shoulder/Lap Belt(s),M,3e4fbaf9-c728-484d-95c6-d15e41ea3dcd,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Ice,Sleet,One o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.2.9 19:30,25,39.71681004,-75.8228302,0,0,눈길사고,감속 중 사고
7916,N,Apparently Normal,No Misuse,Y,No Injury,3407d068-2734-4bdf-8629-993e6645c5f7,D,ZG08930006,Shoulder/Lap Belt(s),M,7a5c89b0-1078-4bdc-b25d-bd0f1aa56714,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Snow,Blowing Snow,Twelve o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015.2.14 23:29,19,39.71544832,-76.01241946,0,0,눈길사고,감속 중 사고
7926,N,Apparently Normal,No Misuse,Y,No Injury,1d9995b7-fd40-4c6c-9f22-08a556bcbda7,D,ZH0349000M,Shoulder/Lap Belt(s),M,3d37d0dd-c044-4fc0-a162-fa54646f48a0,Same Direction Rear End Right Turn,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Snow,Snow,One o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015.2.26 8:42,38,38.59741833,-76.91145667,0,1,눈길사고,등속 주행 사고
7934,N,Apparently Normal,No Misuse,Y,No Injury,2cd174d7-994d-484c-a6cc-597362936998,D,ZH04130002,Shoulder/Lap Belt(s),M,40508374-2a79-4b90-bfa2-1a45e61aa433,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,One o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015.2.17 8:25,24,38.54820667,-77.08174,0,0,눈길사고,감속 중 사고
7935,N,Apparently Normal,No Misuse,Y,No Injury,63ee2624-ce3a-40ea-944e-1018012642f0,D,ZH0453002G,Shoulder/Lap Belt(s),M,e082de9a-8dc8-424d-ba2e-e94bb40635bf,Single Vehicle ,N,Non Intersection,Left Turn Lane,Dark No Lights,Loose Surface Material,"Two-way, Divided, Positive Median Barrier",Snow,Snow,Six o'clock,Passenger Car,Disabling,N,Skidding,2015.1.27 5:34,27,38.55022333,-76.8068,0,2,눈길사고,미끌어짐에 의한 사고
7936,N,Apparently Normal,No Misuse,Y,No Injury,66672d83-1c48-4f19-a6ea-a570d5aa7a24,D,ZH0453002H,Shoulder/Lap Belt(s),M,ee110101-fe54-44a2-8181-8919c7a05c46,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dawn,No Defects,One-way Trafficway,Snow,Snow,Two o'clock,Pickup Truck,Functional,N,Skidding,2015.1.27 7:00,30,38.53584167,-76.78038333,0,2,눈길사고,미끌어짐에 의한 사고
7937,N,Apparently Normal,No Misuse,Y,No Injury,c31fe3e7-a792-4e6f-90d8-63de6468b1b6,D,ZH0453002R,Shoulder/Lap Belt(s),M,f1b34a55-ecc9-4df6-8ea2-b602767e32a6,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Snow,Snow,Twelve o'clock,Passenger Car,Functional,N,Skidding,2015.2.26 8:36,52,38.57598667,-76.86163833,0,2,눈길사고,미끌어짐에 의한 사고
7938,N,Apparently Normal,No Misuse,N,No Injury,3192144a-7990-4727-8e55-56aaa2e48f6c,D,ZH0453002S,Shoulder/Lap Belt(s),M,184d6718-61b1-44ee-a9b7-6d1d1e6ef169,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Ice,Sleet,Twelve o'clock,Pickup Truck,Disabling,N,Skidding,2015.3.5 8:59,70,38.56747858,-76.99304581,0,2,눈길사고,미끌어짐에 의한 사고
7941,N,Apparently Normal,No Misuse,Y,No Injury,b7ff8d05-64ce-48d6-abb3-570f31d35f7c,D,ZH0498000H,Shoulder/Lap Belt(s),M,88de51f0-6c07-4e84-970f-1a2ffc41b712,Single Vehicle ,N,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Ice,Sleet,Nine o'clock,Passenger Car,Functional,N,Skidding,2015.3.1 22:06,36,38.643455,-76.8893,0,2,눈길사고,미끌어짐에 의한 사고
7942,N,Apparently Normal,No Misuse,Y,No Injury,83c5eb0c-5d7f-4ea5-8967-2123f487e453,D,ZH04990009,Shoulder/Lap Belt(s),M,97655f5a-eae0-4eed-83ae-44ff22fb0881,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Snow,Snow,Eleven o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.1.27 4:46,45,38.43256414,-76.92886591,0,0,눈길사고,감속 중 사고
7948,N,Apparently Normal,No Misuse,Y,No Injury,db4ff78e-5a7c-4afc-94ff-e49419552fdb,D,ZH0545000F,Shoulder/Lap Belt(s),M,807b4d42-2bdb-4b8e-9f21-74b41040349e,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Slush,Wintry Mix,Twelve o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015.2.10 7:55,36,38.57576604,-76.87400937,0,0,눈길사고,감속 중 사고
7950,N,Apparently Normal,No Misuse,Y,No Injury,bba84ab6-62ab-4f9d-8c04-01aa6af21544,D,ZH0547000F,Shoulder/Lap Belt(s),M,b18a897f-99f4-4eb4-827b-ecfbf53e8b14,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Ice,Raining,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.1.18 6:18,35,38.54764167,-76.79606167,0,0,눈길사고,감속 중 사고
7952,N,Apparently Normal,No Misuse,Y,No Injury,ae07f864-7967-43e7-a72e-46554b2a5a6c,D,ZH05720007,Shoulder/Lap Belt(s),M,abdec5b0-379a-40b3-87a8-d873fc968fbe,Same Direction Rear End Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Wintry Mix,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.14 8:49,24,38.61083667,-76.899,0,0,눈길사고,감속 중 사고
7955,N,Apparently Normal,No Misuse,Y,No Injury,e58cc660-02ed-4a1e-a151-4469aee0eb02,D,ZH06010001,Shoulder/Lap Belt(s),M,7d1bd153-672e-4dbe-9cdd-f64e46c6bcd5,Single Vehicle ,N,Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Snow,Blowing Snow,Eleven o'clock,Passenger Car,Disabling,N,Accelerating,2015.2.19 19:54,25,38.33419179,-76.92056179,0,2,눈길사고,미끌어짐에 의한 사고
7956,N,Apparently Normal,No Misuse,Y,No Injury,95222a9d-cfe0-41fe-932b-7d0bb08cb1b8,D,ZI02040001,Shoulder/Lap Belt(s),M,dd5e5ecf-2b60-4893-8408-4656bdd80538,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,One o'clock,Pickup Truck,Functional,N,Moving Constant Speed,2015.1.24 14:24,22,38.5361655,-76.0313344,0,0,눈길사고,감속 중 사고
7957,N,Apparently Normal,No Misuse,Y,No Injury,57130ff4-93b3-48af-8115-d8c4ebfa9054,D,ZJ02740013,Shoulder/Lap Belt(s),M,cab1f887-6c60-4ded-9952-d09a478190b3,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Blowing Snow,Eleven o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015.2.19 14:33,18,39.44434917,-77.27566517,0,0,눈길사고,감속 중 사고
7971,N,Apparently Normal,No Misuse,N,No Injury,c284d34f-1736-4572-96a3-a0eaa3398cad,D,ZJ0459000C,Shoulder/Lap Belt(s),M,88867a92-fe59-4673-bd03-a51a18c23855,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Ice,Cloudy,Twelve o'clock,(Sport) Utility Vehicle,Superficial,N,Stopped in Traffic Lane,2015.3.2 21:29,55,39.43442633,-77.372799,0,1,눈길사고,등속 주행 사고
7972,N,Apparently Normal,No Misuse,N,No Injury,a210c70d-4278-4c92-a259-48c6296c1dac,D,ZJ0459000C,Shoulder/Lap Belt(s),M,364dc3ac-6d92-46fd-9306-9d48f9c4c9ff,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Ice,Cloudy,Six o'clock,Van,Superficial,N,Stopped in Traffic Lane,2015.3.2 21:29,31,39.43442633,-77.372799,0,1,눈길사고,등속 주행 사고
7973,N,Apparently Normal,No Misuse,Y,No Injury,fb0d3d0b-7a6e-4db7-8f58-fe0e305d5a91,D,ZJ0459000C,Shoulder/Lap Belt(s),M,c816075b-231f-48c6-bcdf-52f54b2b9f9f,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Ice,Cloudy,Twelve o'clock,Pickup Truck,Superficial,N,Slowing or Stopping,2015.3.2 21:29,33,39.43442633,-77.372799,0,1,눈길사고,등속 주행 사고
7975,N,Apparently Normal,No Misuse,Y,No Injury,6f047d41-0e74-4be4-a54c-a8cb366ec254,D,ZJ0473000K,Shoulder/Lap Belt(s),M,32e00180-7e7a-45cb-a5a5-803563f101c2,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Ice,Wintry Mix,Twelve o'clock,Passenger Car,Disabling,Y,Slowing or Stopping,2015.1.12 5:28,20,39.40702433,-77.2007675,0,1,눈길사고,등속 주행 사고
7976,N,Apparently Normal,No Misuse,Y,No Injury,b27d02dd-3d9f-4368-adf4-21c132809590,D,ZJ0477000F,Shoulder/Lap Belt(s),M,9789e521-fa38-4c16-ba65-38ddcf1aa2b3,Single Vehicle ,N,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Ice,Wintry Mix,Roof Top,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.1.11 23:00,21,39.43450259,-77.3448658,0,0,눈길사고,감속 중 사고
