KEY_INDEX,CDL_FLAG,CONDITION_CODE,EQUIP_PROB_CODE,FAULT_FLAG,INJ_SEVER_CODE,PERSON_ID,PERSON_TYPE,REPORT_NO,SAF_EQUIP_CODE,SEX_CODE,VEHICLE_ID,COLLISION_TYPE_CODE,C_M_ZONE_FLAG,JUNCTION_CODE,LANE_CODE,LIGHT_CODE,RD_COND_CODE,RD_DIV_CODE,SURF_COND_CODE,WEATHER_CODE,AREA_DAMAGED_CODE_MAIN,BODY_TYPE_CODE,DAMAGE_CODE,HIT_AND_RUN_FLAG,MOVEMENT_CODE,TIME,AGE,LATITUDE,LONGITUDE,cluster,second_label,first_label,second_labeling
7446,N,Apparently Normal,No Misuse,N,No Injury,6a065a39-cef4-49d6-afdf-d73d5d56d92b,D,MSP5773000P,Shoulder/Lap Belt(s),M,629282ee-c746-4a64-8cad-cdcb27933e00,Head On Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015.2.28 16:39,56,39.58045233,-78.8472285,2,2,교차로가 아닌 차선의 사고,기타
7447,N,Apparently Normal,No Misuse,N,No Injury,9e7e3cff-e556-4fd7-be4c-370d2415e72c,D,MSP57780027,Shoulder/Lap Belt(s),M,efe900e7-d57f-4690-85c3-fde70f2146da,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Foggy,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.4 2:11,26,39.5512,-76.9907,2,2,교차로가 아닌 차선의 사고,기타
7450,N,Apparently Normal,No Misuse,Y,No Injury,bbf81b3b-3267-4fd7-be79-3efe899afb12,D,MSP5780002S,Shoulder/Lap Belt(s),M,61ef1206-0bc5-4185-9b30-e1450866ed5d,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Five o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.17 21:58,27,39.40437267,-77.43630367,2,2,교차로가 아닌 차선의 사고,기타
7455,N,Apparently Normal,No Misuse,N,No Injury,44edd386-374d-4c4a-8eb2-44ab8401b920,D,MSP58000024,Shoulder/Lap Belt(s),M,8d45f251-9043-4875-9663-1bd7bd7b7257,Single Vehicle ,Y,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Ice,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.11 6:06,21,39.0154595,-77.00582817,2,2,교차로가 아닌 차선의 사고,기타
7468,N,Apparently Normal,No Misuse,N,No Injury,a9751ac6-ac4b-433b-b8f3-8089f0ccac96,D,MSP5829002M,Shoulder/Lap Belt(s),M,c5c9cfcb-530a-49b9-82f0-74a6371318f1,Same Direction Right Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Two o'clock,Pickup Truck,Functional,N,Making Right Turn,2015.2.18 11:32,41,38.5320275,-76.968597,2,0,교차로가 아닌 차선의 사고,자차 사고
7474,N,Apparently Normal,No Misuse,Y,No Injury,b1532045-976e-4812-b4be-9ce8624c3c2b,D,MSP5842001J,Shoulder/Lap Belt(s),M,be3cd3a0-943e-4346-badb-126bdf941a1f,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Pickup Truck,Superficial,N,Starting From Lane,2015.3.17 7:58,18,39.48510633,-75.84805117,2,0,교차로가 아닌 차선의 사고,자차 사고
7475,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,0249ee2a-ca1f-4de4-a7fe-55dad672d50d,D,MSP5842001J,Shoulder/Lap Belt(s),M,bdbeaf80-d108-439f-adef-b140df50a060,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015.3.17 7:58,51,39.48510633,-75.84805117,2,0,교차로가 아닌 차선의 사고,자차 사고
7485,N,Apparently Normal,No Misuse,N,No Injury,d41abe7e-8d2a-450d-b178-edb69fd70673,D,MSP58950017,Shoulder/Lap Belt(s),M,e607a457-8863-490d-b5c7-c2c165d4639e,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.8 5:43,49,39.501662,-76.993054,2,2,교차로가 아닌 차선의 사고,기타
7488,Y,Apparently Normal,No Misuse,N,No Injury,7fdbbf23-92aa-4819-a11a-41cc7671b70e,D,MSP5938000N,Shoulder/Lap Belt(s),M,6ff98c62-2f8a-4e3b-bc1b-7beefec88f11,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Cloudy,Twelve o'clock,School Bus,Superficial,N,Moving Constant Speed,2015.1.30 8:00,51,38.11583947,-75.74966025,2,2,교차로가 아닌 차선의 사고,기타
7491,N,Apparently Normal,No Misuse,N,No Injury,d2f51558-2ad7-4344-a290-4fedb5ef806f,D,MSP59530035,Shoulder/Lap Belt(s),M,dc63c35a-19f0-49d2-b07e-bbed82390190,Head On,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Ice,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Making Left Turn,2015.3.12 7:24,45,39.485845,-77.625072,2,0,교차로가 아닌 차선의 사고,자차 사고
7492,N,Apparently Normal,No Misuse,N,No Injury,3a36c4cf-e2dd-4649-88d2-b56bcc7a963c,D,MSP59530036,Shoulder/Lap Belt(s),M,5faf5cce-1b3e-4041-9579-40099e9e85b6,Head On Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.3.14 13:23,50,39.641907,-77.634973,2,2,교차로가 아닌 차선의 사고,기타
7496,N,Apparently Normal,No Misuse,Y,No Injury,7040a3d9-fa67-480b-9232-9f5e9afd0a71,D,MSP5969000S,Shoulder/Lap Belt(s),M,ea319ce4-1758-4e02-8092-9820378210dd,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Ten o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.15 14:50,32,38.676,-76.057,2,2,교차로가 아닌 차선의 사고,기타
7499,N,Apparently Normal,No Misuse,N,No Injury,bd5d5a2d-b46b-45fd-91ba-d09adc98dcae,D,MSP5971002C,Shoulder/Lap Belt(s),M,496dcf3a-23d2-42e9-99f1-68e9b558fdcf,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.3.13 8:12,19,38.98567883,-76.53772583,2,2,교차로가 아닌 차선의 사고,기타
7501,N,Apparently Normal,No Misuse,Y,No Injury,7d5a0bf7-fdd5-489d-8615-7b451fc28b67,D,MSP60090038,Shoulder/Lap Belt(s),M,f5e42126-e46d-4899-a1ff-6e1ea9065054,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Negotiating a Curve,2015.1.16 3:33,20,38.95265467,-76.71805567,2,0,교차로가 아닌 차선의 사고,자차 사고
7507,N,Apparently Normal,No Misuse,N,No Injury,d4b0b5b0-038a-408c-a601-5eb48d6655b4,D,MSP60290040,Shoulder/Lap Belt(s),M,d4e033cd-d1b9-4290-8adf-97323070a77d,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015.3.3 6:51,49,39.3312765,-77.56159683,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7510,N,Apparently Normal,No Misuse,N,No Injury,fc7e8373-c126-406f-a7aa-d21a3a0d68c6,D,MSP6033008X,Shoulder/Lap Belt(s),M,bbc33cf4-ddf1-457c-ad41-41e6d12a7b8c,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Functional,N,Stopped in Traffic Lane,2015.2.6 12:21,22,39.61331667,-76.51696033,2,0,교차로가 아닌 차선의 사고,자차 사고
7511,N,Apparently Normal,No Misuse,Y,No Injury,68a2cb2e-94dd-4e53-9e6e-1f81301fd108,D,MSP6033008X,Shoulder/Lap Belt(s),M,e2cade3b-e734-4fe6-aa5c-f6be05cbc159,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Pickup Truck,Disabling,N,Slowing or Stopping,2015.2.6 12:21,28,39.61331667,-76.51696033,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7515,N,Apparently Normal,No Misuse,Y,No Injury,c675e90a-0d3a-4838-9472-4540bf597969,D,MSP6043001C,Shoulder/Lap Belt(s),M,12f6632a-b426-428e-aad0-ab1b3229386d,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Pickup Truck,Destroyed,N,Moving Constant Speed,2015.1.10 21:53,22,39.078971,-75.83620367,2,2,교차로가 아닌 차선의 사고,기타
7524,N,Apparently Normal,No Misuse,N,No Injury,bfbab026-9eaa-4974-963f-15a8b516134b,D,MSP6052003J,Shoulder/Lap Belt(s),M,8621435c-63be-449c-947d-ec194135eee9,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dusk,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015.2.2 17:51,29,39.46127533,-76.36377617,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7525,Y,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,f221ec82-018f-4ba2-8c13-c07d3ec1e48e,D,MSP6052003J,Shoulder/Lap Belt(s),M,e4bc7d32-be43-45d5-9c4f-e85b6bc9985d,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dusk,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015.2.2 17:51,62,39.46127533,-76.36377617,2,0,교차로가 아닌 차선의 사고,자차 사고
7528,N,Apparently Normal,No Misuse,Y,No Injury,d41434b1-ac8c-4219-8ef7-e8d35947033d,D,MSP6052003Q,Shoulder/Lap Belt(s),M,e2feeb57-9207-4950-a9b0-7f10d2881222,Head On,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Skidding,2015.2.27 16:04,20,39.55328367,-76.32262533,2,0,교차로가 아닌 차선의 사고,자차 사고
7529,N,Apparently Normal,No Misuse,N,No Injury,0c0dc982-41a0-4932-a201-38eb6e847898,D,MSP6052003R,Shoulder/Lap Belt(s),M,dd467dad-c150-4c1c-8a1e-a64a7e7585df,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.27 22:29,23,39.65948767,-76.34145967,2,2,교차로가 아닌 차선의 사고,기타
7530,N,Apparently Normal,No Misuse,N,No Injury,76db23b1-5332-4da6-bc4d-293bdfbff22a,D,MSP6052003S,Shoulder/Lap Belt(s),M,b5fc94c4-3270-496a-9e54-f9d68c2a1a4b,Head On,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015.3.16 5:50,52,39.60465083,-76.19482667,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7531,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,bad5f58b-a582-4e2c-9aad-dfa692c1b4ff,D,MSP6052003S,Shoulder/Lap Belt(s),M,e5d1bdc6-f14b-47b5-8d7a-ecead32bee08,Head On,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015.3.16 5:50,50,39.60465083,-76.19482667,2,2,교차로가 아닌 차선의 사고,기타
7536,N,Apparently Normal,No Misuse,N,No Injury,aa49ba99-6a20-4a54-bad9-4d34e7b51af4,D,MSP6056002M,Shoulder/Lap Belt(s),M,daab25e9-c103-4738-a093-6fd86a68e3a9,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.14 22:32,29,39.177737,-76.60624767,2,2,교차로가 아닌 차선의 사고,기타
7540,N,Apparently Normal,No Misuse,N,No Injury,52a50740-1a91-4ff7-9498-16fa43fdec14,D,MSP6060001K,Shoulder/Lap Belt(s),M,712a8bce-1261-4c85-bf66-075489cae2c8,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Van,Functional,N,Slowing or Stopping,2015.3.12 6:57,41,39.49868617,-76.89441367,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7541,N,Apparently Normal,No Misuse,N,No Injury,79694b8c-e42f-498c-b54c-317afbad8aba,D,MSP6060001K,Shoulder/Lap Belt(s),M,20fe9d01-b622-4ca5-91d4-104ffbe6ce16,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Superficial,N,Slowing or Stopping,2015.3.12 6:57,35,39.49868617,-76.89441367,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7542,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,8865d0c3-003c-434b-8919-1c50c48ac135,D,MSP6060001K,Shoulder/Lap Belt(s),M,49dba614-1c3b-4edb-ba61-ef1808c136c3,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Pickup Truck,Functional,N,Moving Constant Speed,2015.3.12 6:57,25,39.49868617,-76.89441367,2,3,교차로가 아닌 차선의 사고,등속 주행 중 측면 추돌 사고
7543,N,Apparently Normal,No Misuse,Y,No Injury,9de9d7f8-805a-44c6-82df-46e673d060e5,D,MSP6061002N,Shoulder/Lap Belt(s),M,3a8eda89-e7b4-4162-80f6-cc3205411131,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Wet,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.1.4 18:19,35,38.595291,-76.86989583,2,2,교차로가 아닌 차선의 사고,기타
7555,N,Apparently Normal,No Misuse,N,No Injury,fd15518c-1836-4701-8f49-b58e06d98e5d,D,MSP6072000V,Shoulder/Lap Belt(s),M,1e43aef6-c986-4b67-ab86-e2da5c252828,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015.1.10 18:30,36,38.72993858,-76.65984403,2,2,교차로가 아닌 차선의 사고,기타
7564,N,Apparently Normal,No Misuse,Y,No Injury,8a208855-d91d-43dd-bad3-9dd3995294bf,D,MSP6085002S,Shoulder/Lap Belt(s),M,8b14646f-4a7e-4c5d-92b8-72476d724bd2,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015.3.13 6:34,46,39.4232927,-76.32870047,2,2,교차로가 아닌 차선의 사고,기타
7568,N,Apparently Normal,Air Bag Failed,Y,No Injury,f24fe872-646b-40fc-9f22-4376ebdc169b,D,MSP6092007B,Shoulder/Lap Belt(s),M,f2d5fc9a-a434-4ae7-9659-9ed612c87db3,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,One o'clock,Passenger Car,Disabling,N,Skidding,2015.2.1 16:34,31,39.41224483,-76.60206967,2,0,교차로가 아닌 차선의 사고,자차 사고
7585,N,Apparently Normal,No Misuse,Y,No Injury,62f7612a-6368-4179-954f-798cbe8565c9,D,MSP6094003N,Shoulder/Lap Belt(s),M,8c7954a5-2e20-4706-b4cf-45c50da7820d,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015.3.23 6:59,56,38.98689217,-76.88181233,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7586,N,Apparently Normal,No Misuse,N,No Injury,4b37b3dd-1d24-4953-b208-f99fa8f4b94b,D,MSP6094003P,Shoulder/Lap Belt(s),M,6d5ba926-1a89-4425-994f-86cb8c876ee1,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015.3.30 14:56,61,39.02261067,-76.94982133,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7587,N,Apparently Normal,No Misuse,N,No Injury,a7cffe25-f098-46e9-a4f4-5a35ae0ee600,D,MSP6094003P,Shoulder/Lap Belt(s),M,6612816b-89c3-4090-92ee-acce877f1700,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015.3.30 14:56,54,39.02261067,-76.94982133,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7588,N,Apparently Normal,No Misuse,Y,No Injury,716c62da-3c11-4840-bb72-2e6e3c6c0b1c,D,MSP6094003P,Shoulder/Lap Belt(s),M,002f24c3-ffd8-4b0b-8c0c-bb44b6fd3fc6,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015.3.30 14:56,35,39.02261067,-76.94982133,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7597,N,Apparently Normal,No Misuse,Y,No Injury,a2288f15-61c8-48f7-9d55-a3d33437536d,D,MSP61510035,Shoulder/Lap Belt(s),M,ab08bc51-5815-476e-b01b-deab71ee29c1,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eight o'clock,Van,Disabling,N,Moving Constant Speed,2015.1.15 6:45,25,39.13326233,-76.85685533,2,2,교차로가 아닌 차선의 사고,기타
7604,N,Apparently Normal,No Misuse,Y,No Injury,1d2498b4-731b-4b00-bc3a-288b29c6a4d8,D,MSP6158000Y,Shoulder/Lap Belt(s),M,56e83342-2124-4b85-b18c-2d19dbe353ec,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Not Divided",Ice,Clear,Six o'clock,Passenger Car,Destroyed,N,Skidding,2015.1.16 7:32,41,38.38995002,-75.11798859,2,0,교차로가 아닌 차선의 사고,자차 사고
7605,N,Apparently Normal,No Misuse,Y,No Injury,101b4b67-802e-4c00-b14c-5f08c8ee7b0a,D,MSP6159002B,Shoulder/Lap Belt(s),M,13f7dd62-a542-4091-8346-6b30544182a4,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dawn,No Defects,One-way Trafficway,Wet,Clear,Eleven o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015.1.15 7:21,23,39.19665884,-76.69117928,2,2,교차로가 아닌 차선의 사고,기타
7606,N,Apparently Normal,No Misuse,N,No Injury,d083e68e-1979-40fc-b803-6c83907511b6,D,MSP61620026,Shoulder/Lap Belt(s),M,32d29219-a9f1-4578-bd77-221697882c9f,Same Movement Angle,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.8 9:45,37,38.63042833,-76.90672783,2,2,교차로가 아닌 차선의 사고,기타
7607,Y,Apparently Normal,No Misuse,Y,No Injury,479138a4-0217-41ff-87fe-5e2f433a8d98,D,MSP61620026,Shoulder/Lap Belt(s),M,265277bb-e487-48e1-ae59-9551f93b29c9,Same Movement Angle,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Five o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.1.8 9:45,57,38.63042833,-76.90672783,2,2,교차로가 아닌 차선의 사고,기타
7612,N,Apparently Normal,No Misuse,N,No Injury,0616d18e-97d0-44c8-b19b-ec403dd993ac,D,MSP6169000Z,Shoulder/Lap Belt(s),M,f79c57dc-bb11-4805-a588-38bfd3136c53,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,"Medium/Heavy Truck 2 axles (10,000 lbs (4,536 kg) or less)",Destroyed,N,Slowing or Stopping,2015.1.8 12:20,44,38.1854785,-75.40112867,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7619,N,Apparently Normal,No Misuse,N,No Injury,249a1b63-decd-41c3-8251-17bc21179e4a,D,MSP6187000Y,Shoulder/Lap Belt(s),M,d6f67e0f-09a3-419e-bf2e-ca8b42bc1f38,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Non-collision,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.1 3:37,25,38.65214517,-76.969598,2,2,교차로가 아닌 차선의 사고,기타
7623,N,Apparently Normal,No Misuse,Y,No Injury,3f6b1052-53a6-48f8-8778-428afae9e0e1,D,MSP6188000K,Shoulder/Lap Belt(s),M,f9857fe4-3384-4dae-b4be-4333dd1ff998,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Pickup Truck,Disabling,Y,Moving Constant Speed,2015.2.14 0:05,56,38.313507,-76.551329,2,2,교차로가 아닌 차선의 사고,기타
7624,N,Apparently Normal,No Misuse,Y,No Injury,72857d83-4b1e-44b8-b14c-201b9e5a625f,D,MSP61910024,Shoulder/Lap Belt(s),M,1fc6654b-e295-4ac4-9321-042d83783aae,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Destroyed,N,Skidding,2015.1.20 21:57,51,39.05910033,-76.63471033,2,0,교차로가 아닌 차선의 사고,자차 사고
7626,N,Apparently Normal,No Misuse,N,No Injury,7fb4c816-595d-49ff-b7eb-446c55fa6816,D,MSP61910027,Shoulder/Lap Belt(s),M,64a6f745-0b9f-4464-8694-c293945498e4,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Stopped in Traffic Lane,2015.2.12 17:32,36,39.2062625,-76.6886565,2,0,교차로가 아닌 차선의 사고,자차 사고
7627,N,Apparently Normal,No Misuse,Y,No Injury,0e8218da-0a54-4840-b331-76849451a595,D,MSP61910027,Shoulder/Lap Belt(s),M,437f95b5-2c85-44a2-986b-360ce238e1ce,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.12 17:32,37,39.2062625,-76.6886565,2,3,교차로가 아닌 차선의 사고,등속 주행 중 측면 추돌 사고
7645,N,Apparently Normal,No Misuse,Y,No Injury,fa4abc6b-7954-427c-b722-3919f62b109d,D,MSP62250035,Shoulder/Lap Belt(s),M,1616453c-b28a-4966-9973-6ec6ee22a78e,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.2.8 5:41,29,38.917526,-76.848659,2,2,교차로가 아닌 차선의 사고,기타
7648,N,Apparently Normal,No Misuse,Y,No Injury,dec22102-b8b1-4ba2-9813-55f1959e2d05,D,MSP62250039,Shoulder/Lap Belt(s),M,d505b558-de05-4fb0-bc13-9e45d245ccb6,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015.3.23 16:51,55,38.940852,-76.856246,2,2,교차로가 아닌 차선의 사고,기타
7658,N,Apparently Normal,No Misuse,Y,No Injury,e7849895-c8ff-438c-b088-583619f712ca,D,MSP6269003C,Shoulder/Lap Belt(s),M,3d8e7fa4-fa9c-4637-9d47-92b7f1a8e282,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Nine o'clock,Pickup Truck,Disabling,N,Changing Lanes,2015.1.22 19:52,54,39.14949917,-77.21751067,2,0,교차로가 아닌 차선의 사고,자차 사고
7659,N,Apparently Normal,No Misuse,Y,No Injury,348186de-f0ca-4284-9b97-5da7d67cb9f2,D,MSP6269003C,Shoulder/Lap Belt(s),M,d551b3fc-c9c8-44b6-8bb0-c65550cfcd89,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Two o'clock,Passenger Car,Disabling,N,Changing Lanes,2015.1.22 19:52,32,39.14949917,-77.21751067,2,0,교차로가 아닌 차선의 사고,자차 사고
7660,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,79a6c2b6-f444-46df-932c-5639ba0d316e,D,MSP6269003C,Shoulder/Lap Belt(s),M,be71ff68-6c82-4681-87d6-7ff4d8a9ece1,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015.1.22 19:52,68,39.14949917,-77.21751067,2,1,교차로가 아닌 차선의 사고,등속 주행 사고
7667,N,Apparently Normal,No Misuse,Y,No Injury,836847a3-dafc-4845-8d7f-3dee23495111,D,MSP6272003W,Shoulder/Lap Belt(s),M,9aaabfce-bada-444d-98f4-6d4625b282ed,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Skidding,2015.1.20 1:18,26,39.32943467,-76.48489317,2,0,교차로가 아닌 차선의 사고,자차 사고
