,0,1,cluster
0,-18.278995513916016,-37.38385009765625,3
1,-15.031951904296875,40.709388732910156,0
2,6.808459758758545,-26.63673210144043,3
3,6.808447360992432,-26.636768341064453,3
4,50.558265686035156,32.004268646240234,1
5,-61.301063537597656,-31.623912811279297,2
6,25.006000518798828,-53.90616989135742,4
7,10.970582962036133,42.56135940551758,0
8,16.568252563476562,30.55224609375,0
9,28.2730712890625,-50.650245666503906,4
10,2.330930709838867,24.07111930847168,4
11,-61.98733901977539,-15.619468688964844,0
12,-5.72500467300415,-46.49424362182617,3
13,-14.86356258392334,6.511871814727783,4
14,30.431961059570312,7.875335216522217,1
15,1.2330809831619263,60.25920104980469,1
16,-33.51436996459961,9.065004348754883,0
17,-34.43740463256836,8.225911140441895,0
18,-15.340033531188965,41.60779571533203,0
19,4.380661487579346,28.631664276123047,0
20,-24.74447250366211,-73.02281951904297,2
21,-63.76329803466797,-14.003800392150879,0
22,-29.73963165283203,-16.763927459716797,1
23,49.533756256103516,32.49412155151367,1
24,67.29176330566406,-9.726766586303711,4
25,50.1102180480957,31.979639053344727,1
26,-2.622775077819824,-49.5732421875,2
27,9.275761604309082,54.91245651245117,1
28,9.275932312011719,54.91207504272461,1
29,-16.95887565612793,-35.18817901611328,3
30,25.715795516967773,-53.7132568359375,4
31,56.130741119384766,12.712204933166504,1
32,-8.386588096618652,-49.20769119262695,3
33,-9.30674934387207,-43.841270446777344,3
34,-2.3139700889587402,-0.07619455456733704,0
35,42.98444366455078,7.824596405029297,4
36,-15.595558166503906,40.61876678466797,0
37,-33.09304428100586,-25.029769897460938,2
38,70.49392700195312,-13.87226390838623,4
39,67.15911865234375,-10.03983211517334,4
40,0.5790069103240967,60.45510482788086,1
41,32.14985656738281,-29.291189193725586,4
42,-11.220240592956543,-39.19107437133789,3
43,-11.220157623291016,-39.1915283203125,3
44,36.70233917236328,17.623395919799805,4
45,47.35517883300781,-45.65089416503906,1
46,42.5723876953125,-17.423246383666992,1
47,42.57198715209961,-17.422380447387695,1
48,78.08842468261719,6.276771545410156,4
49,67.08698272705078,-15.27481460571289,4
50,67.08849334716797,-15.274843215942383,4
51,11.15027904510498,-34.35807800292969,3
52,31.786588668823242,-37.9415168762207,1
53,31.73053741455078,-37.9792366027832,1
54,31.459171295166016,-38.21251678466797,1
55,49.44524002075195,32.85042953491211,1
56,51.090919494628906,31.824966430664062,1
57,0.5288558006286621,61.001617431640625,1
58,30.39780044555664,29.312850952148438,1
59,30.39780044555664,29.312850952148438,1
60,-3.52105975151062,20.24942970275879,4
61,-3.585381507873535,20.249650955200195,4
62,8.562126159667969,55.074493408203125,1
63,8.562259674072266,55.075164794921875,1
64,8.562263488769531,55.075645446777344,1
65,1.3020129203796387,60.22434997558594,1
66,47.46803283691406,-45.46709060668945,1
67,47.963924407958984,-46.11565399169922,1
68,77.78530883789062,10.568367958068848,4
69,77.78530883789062,10.568367958068848,4
70,30.28982162475586,-11.971290588378906,1
71,30.289731979370117,-11.972107887268066,1
72,30.289621353149414,-11.971441268920898,1
73,1.657165288925171,60.27021026611328,1
74,1.3178775310516357,60.23412322998047,1
75,0.7107271552085876,60.32237243652344,1
76,-10.890259742736816,4.45667839050293,0
77,18.520587921142578,14.779346466064453,0
78,-14.846342086791992,40.15631103515625,0
79,-15.670757293701172,41.36402893066406,0
80,30.266782760620117,-21.759075164794922,1
81,30.266342163085938,-21.75896644592285,1
82,0.818313717842102,-64.92621612548828,2
83,15.226198196411133,-16.627960205078125,0
84,15.225820541381836,-16.627445220947266,0
85,15.225820541381836,-16.627445220947266,0
86,30.26664924621582,-21.758892059326172,1
87,1.3900893926620483,-53.36612319946289,3
88,1.3892953395843506,-53.36570739746094,3
89,1.3903789520263672,-53.365543365478516,3
90,27.777158737182617,44.84428405761719,0
91,-20.96152114868164,14.41346263885498,0
92,-20.961673736572266,14.413626670837402,0
93,1.3177787065505981,60.23411560058594,1
94,1.3177706003189087,60.23411560058594,1
95,-7.451834678649902,20.48075294494629,4
96,-7.451836585998535,20.480749130249023,4
97,-7.452706813812256,20.481035232543945,4
98,44.37958908081055,-4.6175947189331055,4
99,44.37958908081055,-4.6175947189331055,4
100,44.37958908081055,-4.6175947189331055,4
101,28.173431396484375,45.01648712158203,0
102,27.786911010742188,44.83553695678711,0
103,-23.819082260131836,-72.08615112304688,2
104,-35.63874053955078,-6.366680145263672,2
105,-3.1922788619995117,19.556554794311523,4
106,-3.1647253036499023,19.584901809692383,4
107,-3.1647253036499023,19.584901809692383,4
108,5.26585054397583,-26.793668746948242,3
109,5.2658491134643555,-26.79367446899414,3
110,32.51036834716797,-38.19273376464844,1
111,32.48305892944336,-38.3823127746582,1
112,67.68453979492188,-9.257789611816406,4
113,67.39081573486328,-9.610947608947754,4
114,49.66740036010742,32.26675033569336,1
115,50.44240951538086,32.05317687988281,1
116,50.29594802856445,32.03977584838867,1
117,-42.9736442565918,-13.435182571411133,2
118,-41.18782043457031,-12.610723495483398,2
119,32.40763854980469,-11.748350143432617,1
120,32.40898895263672,-11.750842094421387,1
121,32.41187286376953,-11.754207611083984,1
122,-70.8871841430664,3.035507917404175,2
123,-33.00717544555664,9.465444564819336,0
124,-27.3665828704834,-6.3969926834106445,4
125,-27.36662483215332,-6.39654541015625,4
126,1.5985420942306519,60.8753547668457,1
127,0.881883978843689,60.28324890136719,1
128,37.33454132080078,18.193754196166992,4
129,37.73661422729492,17.655824661254883,4
130,56.348690032958984,12.223076820373535,1
131,2.2867369651794434,-56.706993103027344,3
132,2.287484884262085,-56.70705795288086,3
133,6.685210704803467,15.143689155578613,4
134,0.716269314289093,3.3641467094421387,0
135,10.020899772644043,-9.793909072875977,0
136,9.75180721282959,9.667126655578613,0
137,9.749968528747559,9.666876792907715,0
138,5.517634868621826,-69.35819244384766,1
139,5.517634868621826,-69.35819244384766,1
140,-47.93637466430664,22.934904098510742,4
141,15.346229553222656,-5.478505611419678,0
142,15.34638786315918,-5.478089332580566,0
143,-4.583341598510742,-27.324960708618164,3
144,-4.300740718841553,-27.518003463745117,3
145,36.96052932739258,-27.733861923217773,1
146,36.96031951904297,-27.733985900878906,1
147,-40.815101623535156,-21.45990562438965,2
148,-40.802879333496094,-21.463315963745117,2
149,-42.34365463256836,-55.95568084716797,2
150,-42.34002685546875,-56.20044708251953,2
151,-41.776145935058594,-55.950679779052734,2
152,-33.17024612426758,9.832259178161621,0
153,-33.526004791259766,8.302372932434082,0
154,1.2389458417892456,-57.44266128540039,1
155,3.7222347259521484,29.446802139282227,0
156,4.778966903686523,28.828886032104492,0
157,-44.45216751098633,-47.7443733215332,2
158,-44.43766784667969,-47.74578094482422,2
159,-44.4379768371582,-47.74580764770508,2
160,-44.4384765625,-47.74622344970703,2
161,37.95761489868164,18.24595832824707,4
162,37.07863235473633,18.223535537719727,4
163,37.13923645019531,17.49579429626465,4
164,43.16893005371094,7.74554443359375,4
165,43.1968994140625,7.7128520011901855,4
166,1.6591492891311646,60.276451110839844,1
167,0.8514581322669983,60.28486251831055,1
168,10.369658470153809,-1.6919020414352417,0
169,10.600316047668457,-1.24418044090271,0
170,10.08171272277832,-1.7738165855407715,0
171,23.424217224121094,-9.254083633422852,4
172,3.9378015995025635,-8.564866065979004,0
173,3.937715530395508,-8.564650535583496,0
174,20.361604690551758,-17.713634490966797,4
175,42.57231903076172,-17.422882080078125,1
176,42.568397521972656,-17.41937255859375,1
177,-7.449151515960693,30.143251419067383,0
178,16.393125534057617,7.589381217956543,0
179,-42.90135955810547,-38.59524154663086,2
180,-42.009037017822266,-38.20813751220703,2
181,-12.013192176818848,9.287296295166016,4
182,-12.012370109558105,9.286909103393555,4
183,55.10139083862305,7.3605475425720215,1
184,55.10117721557617,7.360584735870361,1
185,-14.951888084411621,40.67472457885742,0
186,-15.589346885681152,40.5522575378418,0
187,-44.72876739501953,-39.584449768066406,2
